pair,stem_width,stem_height,first_flower_day,fruits_number,fruit_length,fruit_diameter,fruit_weight,seeds_number,yield
ind_3_ind_35,0.9247,0.9843,0.6415,0.9992,0.8166,0.6746,0.4524,0.4306,0.8614
ind_3_ind_36,0.9455,0.8819,0.7358,0.9936,0.6632,0.5559,0.3993,0.3251,0.5123
ind_3_ind_37,0.9974,0.9055,0.6415,0.9984,0.8257,0.7492,0.5952,0.5852,0.8129
ind_3_ind_38,0.9506,0.9213,0.6604,0.9944,0.6086,0.7458,0.4483,0.7172,0.5786
ind_3_ind_39,0.8416,0.6457,0.6415,0.9944,0.8265,0.7119,0.5846,0.4966,0.6596
ind_3_ind_40,0.8597,0.6457,0.6981,0.9896,0.6335,0.6271,0.3303,0.2459,0.269
ind_3_ind_41,0.5065,0.6142,0.8602,0.4681,0.4216,0.6373,0.6854,0.9186,0.5083
ind_3_ind_42,0.9714,0.622,0.9057,0.377,0.4192,0.6,0.6819,0.9186,0.5148
ind_3_ind_43,0.7195,0.6378,0.8491,0.377,0.4342,0.6271,0.6826,0.9186,0.4947
ind_3_ind_44,0.8208,0.9764,0.8113,0.6773,0.4212,0.6136,0.681,0.9186,0.8131
ind_3_ind_45,0.6312,0.8189,0.9811,0.9305,0.4156,0.5966,0.678,0.9186,0.9501
ind_3_ind_46,0.4675,0.5827,0.7358,0.4353,0.414,0.6068,0.6808,0.9186,0.6022
ind_3_ind_47,0.6078,0.4961,0.8491,0.2268,0.4243,0.5966,0.6814,0.8529,0.3955
ind_3_ind_48,0.3481,0.7323,0.8491,0.5591,0.418,0.6407,0.6801,0.9423,0.7261
ind_3_ind_49,0.8649,0.8346,0.7547,0.5455,0.4231,0.6203,0.6821,0.9174,0.6687
ind_3_ind_50,0.6701,0.6457,0.8113,0.7572,0.4319,0.5864,0.6782,0.8258,0.9193
ind_3_ind_51,0.7481,0.5512,0.8602,0.8898,0.4196,0.6068,0.6817,0.931,0.9985
ind_3_ind_52,0.5506,0.6772,0.9623,0.6917,0.4132,0.6169,0.6831,0.9197,0.7912
ind_3_ind_53,0.7896,0.4016,0.7358,0.5495,0.4208,0.5525,0.6789,0.9027,0.7454
ind_3_ind_54,0.7351,0.7717,1.0,0.6861,0.4223,0.6237,0.6831,0.9683,0.7853
ind_3_ind_55,0.6182,0.748,0.9811,0.4984,0.4172,0.6,0.6782,0.9186,0.7224
ind_3_ind_56,0.2364,0.8504,0.8491,0.7284,0.4243,0.5898,0.6808,0.9333,0.8615
ind_3_ind_57,0.8208,0.622,0.8113,0.3746,0.4204,0.6,0.6798,0.9186,0.5812
ind_3_ind_58,0.426,0.5748,0.8868,0.5974,0.416,0.6068,0.6812,0.9186,0.7356
ind_3_ind_59,0.6,0.9055,0.9057,0.0064,0.4362,0.5966,0.6831,0.9186,0.1069
ind_3_ind_60,0.9351,0.7559,0.8602,0.8618,0.4287,0.6169,0.6835,0.9186,0.96
ind_3_ind_61,0.6286,0.4331,0.8602,0.889,0.4045,0.6034,0.6745,0.9186,0.9604
ind_3_ind_62,0.9662,0.6693,0.9245,0.5583,0.4299,0.6305,0.6849,0.9186,0.6188
ind_3_ind_63,0.5922,0.9764,0.8602,0.9752,0.4196,0.6068,0.6803,0.9186,0.9199
ind_3_ind_64,0.9558,0.5984,1.0,0.7484,0.4196,0.6068,0.6803,0.9186,0.8849
ind_3_ind_65,0.3688,0.5197,0.8602,0.9121,0.4247,0.6373,0.6766,0.9186,0.9569
ind_3_ind_66,0.5818,0.622,0.7925,0.3203,0.4295,0.6203,0.6828,0.9186,0.4336
ind_3_ind_67,0.7636,0.7402,0.717,0.6462,0.4105,0.5729,0.6776,0.9186,0.8446
ind_3_ind_68,0.7662,0.5827,1.0,0.8163,0.4124,0.5932,0.6801,0.9242,0.9444
ind_3_ind_69,0.8,0.7717,0.8602,0.9952,0.3914,0.6,0.6732,0.9118,0.8939
ind_3_ind_70,0.6442,0.8346,0.8113,0.5719,0.4243,0.6068,0.6794,0.9321,0.7509
ind_3_ind_71,0.9247,0.8189,0.8491,0.3618,0.4184,0.5898,0.6789,0.9355,0.599
ind_3_ind_72,0.9532,0.7559,0.8868,0.3746,0.4144,0.5831,0.6782,0.9536,0.6318
ind_3_ind_73,0.6805,0.9055,0.7925,0.7109,0.4275,0.6305,0.6815,0.9287,0.8349
ind_3_ind_74,0.8519,0.6693,0.8602,0.0487,0.4109,0.6102,0.6775,0.9186,0.4162
ind_3_ind_75,0.4234,0.7874,0.717,0.5495,0.4212,0.6102,0.6819,0.9186,0.6761
ind_3_ind_76,0.7013,0.5039,0.9245,0.4617,0.4212,0.5797,0.6805,0.9186,0.6316
ind_3_ind_77,0.4571,0.8189,0.7547,0.3035,0.401,0.6,0.6817,0.9186,0.4535
ind_3_ind_78,0.6675,0.8189,0.8868,0.5272,0.4168,0.6305,0.6815,0.9186,0.6635
ind_3_ind_79,0.8935,0.7433,0.8868,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_80,0.961,0.878,0.8679,0.9952,0.4422,0.8339,0.7788,0.9321,0.9574
ind_3_ind_81,0.9455,0.9606,0.7925,0.9968,0.4017,0.8712,0.7511,0.9717,0.9071
ind_3_ind_82,0.8623,0.9921,0.6604,0.9968,0.4097,0.9932,0.7334,0.8982,0.9043
ind_3_ind_83,0.9169,0.8976,0.8302,0.9952,0.4422,0.7627,0.8408,0.6833,0.9072
ind_3_ind_84,0.8597,0.7559,0.6038,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_85,0.9636,0.811,0.7925,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_86,0.9455,0.8189,0.8868,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_87,0.9532,0.9961,0.8868,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_88,0.8234,0.9606,0.7736,0.9952,0.4418,0.5898,0.9115,0.9738,0.9128
ind_3_ind_89,0.9065,0.8386,0.7736,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_90,0.8286,0.9488,0.6604,0.98,0.5024,0.5695,0.9575,0.9738,0.7216
ind_3_ind_91,0.9506,0.9685,0.9623,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_92,0.8701,0.8465,0.7358,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_93,0.9922,0.9921,0.8868,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_94,0.961,0.9016,1.0,0.996,0.437,0.7695,0.8027,0.983,0.9098
ind_3_ind_95,0.9896,0.8661,0.7547,0.9944,0.4354,0.9763,0.755,0.8699,0.8968
ind_3_ind_96,0.9169,0.8504,0.5094,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_97,0.9584,0.8504,0.7925,0.9936,0.4453,0.8915,0.7758,0.8699,0.9647
ind_3_ind_98,0.9766,0.848,0.9434,0.996,0.4568,0.8305,0.793,0.9378,0.9086
ind_3_ind_99,0.9766,0.9488,0.9245,0.9944,0.4433,0.8305,0.7956,0.9661,0.8984
ind_3_ind_100,0.9688,0.9646,0.7925,0.9952,0.4449,0.9898,0.755,0.9661,0.9004
ind_3_ind_101,0.9766,0.9724,0.8868,0.9984,0.4192,0.9288,0.7629,0.8925,0.9169
ind_3_ind_102,0.9558,0.9528,0.7925,0.9992,0.462,0.7356,0.8248,0.9738,0.9509
ind_3_ind_103,0.8857,0.7638,0.9434,0.9968,0.4247,0.9017,0.7634,0.8869,0.9091
ind_3_ind_104,0.9403,0.9213,0.8302,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_105,0.9013,0.874,0.8113,0.9952,0.4687,0.7322,0.8558,0.836,0.9084
ind_3_ind_106,0.9662,0.8504,0.6981,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_107,0.9948,0.7913,0.9245,0.9944,0.4727,0.7288,0.8823,0.8586,0.9018
ind_3_ind_108,0.9584,0.8307,0.8491,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_109,0.826,0.7559,0.9623,0.9968,0.4164,0.6407,0.8293,0.8643,0.9195
ind_3_ind_110,0.9636,0.811,0.6226,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_111,0.8286,0.7165,0.8868,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_112,0.9766,0.9213,0.8868,0.9936,0.4429,0.8102,0.8089,0.9738,0.8931
ind_3_ind_113,0.8987,0.752,0.7925,0.9984,0.4271,0.8305,0.7815,0.9887,0.9401
ind_3_ind_114,0.8078,0.5984,0.8491,0.9944,0.4663,0.7424,0.8293,0.9491,0.8997
ind_4_ind_5,0.9506,0.874,1.0,0.9952,0.8661,0.8847,0.8678,0.9566,0.8355
ind_4_ind_6,0.9455,0.9685,1.0,0.9936,0.8415,0.9797,0.8369,0.9484,0.7646
ind_4_ind_7,0.9792,0.8504,0.9245,0.9992,0.8483,0.9864,0.9011,0.9484,0.9895
ind_4_ind_8,0.9922,0.9685,0.9245,0.9984,0.9754,0.8542,0.8027,0.8907,0.8565
ind_4_ind_9,0.9662,0.7953,0.9245,1.0,0.9552,0.8712,0.8363,0.9699,0.9222
ind_4_ind_10,0.9506,0.8504,0.9245,0.9976,0.901,0.9051,0.8894,0.9566,0.8626
ind_4_ind_11,0.9273,0.9449,0.9811,0.9976,0.9426,0.9458,0.9708,0.9123,0.8916
ind_4_ind_12,0.9688,0.8268,0.9623,0.9944,0.8019,0.8983,0.9023,0.9095,0.7908
ind_4_ind_13,0.9688,0.811,1.0,0.9984,0.9901,0.7898,0.9015,0.884,0.88
ind_4_ind_14,0.9792,0.9685,0.9643,0.9976,0.7742,0.9797,0.9174,0.8982,0.8529
ind_4_ind_15,0.9455,0.937,0.9643,0.996,0.9632,0.9763,0.8885,0.9519,0.7616
ind_4_ind_16,0.9273,0.8031,1.0,0.9928,0.8744,0.9898,0.8983,0.6663,0.694
ind_4_ind_17,0.9065,0.9213,1.0,0.9952,0.8839,0.9492,0.9363,0.9661,0.7889
ind_4_ind_18,0.9792,0.8504,1.0,1.0,0.8265,0.8576,0.9345,0.9849,0.9689
ind_4_ind_19,0.9247,0.874,1.0,0.9984,0.9632,0.9153,0.9142,0.7775,0.9007
ind_4_ind_20,0.9688,0.9528,1.0,1.0,0.9354,0.8407,0.9735,0.9566,0.9874
ind_4_ind_21,0.8961,0.8425,0.8491,0.996,0.8811,0.7864,0.5616,0.9484,0.7151
ind_4_ind_22,0.9429,0.9213,1.0,0.9992,0.9952,0.8644,0.8514,0.9038,0.9561
ind_4_ind_23,0.9221,0.874,0.9245,0.9992,0.9901,0.8915,0.7898,0.7738,0.8757
ind_4_ind_24,0.9922,0.9055,1.0,0.9984,0.8483,0.6339,0.6088,0.9321,0.7797
ind_4_ind_25,0.8364,0.7008,0.9623,0.9944,0.9208,0.7186,0.5421,0.7473,0.6807
ind_4_ind_26,0.9455,0.7795,0.6226,0.9944,0.975,0.9322,0.796,0.8643,0.9249
ind_4_ind_27,0.9299,0.8268,0.9434,0.9928,0.9501,0.9695,0.9559,0.9484,0.7009
ind_4_ind_28,0.9403,0.9213,0.9057,0.9944,0.9128,0.9085,0.9731,0.983,0.7511
ind_4_ind_29,0.9299,0.8346,0.8679,0.9984,0.9604,0.8712,0.9062,0.9001,0.8975
ind_4_ind_30,0.839,0.8268,1.0,0.996,0.9556,0.9627,0.8956,0.8643,0.907
ind_4_ind_31,0.9922,0.9055,0.9434,0.9984,0.9849,0.9051,0.8933,0.983,0.9938
ind_4_ind_32,0.9688,0.9528,0.8491,1.0,0.9406,0.922,0.8514,0.917,0.9293
ind_4_ind_33,0.9714,0.937,0.9643,0.9944,0.8245,0.9017,0.8139,0.9359,0.6312
ind_4_ind_34,0.9143,0.9291,0.9245,0.9944,0.9275,0.8847,0.9043,0.7907,0.7524
ind_4_ind_35,0.8987,0.9921,1.0,0.996,0.9651,0.9831,0.9395,0.9529,0.8535
ind_4_ind_36,0.9714,0.874,0.9057,0.9968,0.8118,0.8983,0.8864,0.9416,0.7973
ind_4_ind_37,0.9766,0.9134,1.0,0.9984,0.9742,0.9085,0.9177,0.7982,0.9021
ind_4_ind_38,0.9247,0.9134,0.9811,0.9976,0.7571,0.9119,0.9354,0.6663,0.8636
ind_4_ind_39,0.8675,0.6378,1.0,0.9976,0.975,0.9458,0.9283,0.8869,0.9446
ind_4_ind_40,0.8857,0.6378,0.9434,0.9928,0.7821,0.9695,0.8174,0.8624,0.554
ind_4_ind_41,0.5325,0.6063,0.7813,0.4712,0.273,0.2949,0.1983,0.3021,0.7933
ind_4_ind_42,0.9974,0.6142,0.7358,0.3802,0.2706,0.2576,0.1948,0.3021,0.7998
ind_4_ind_43,0.7455,0.6299,0.7925,0.3802,0.2857,0.2847,0.1955,0.3021,0.7797
ind_4_ind_44,0.8468,0.9685,0.8302,0.6805,0.2726,0.2712,0.1939,0.3021,0.9019
ind_4_ind_45,0.6571,0.8268,0.6604,0.9337,0.267,0.2542,0.1909,0.3021,0.665
ind_4_ind_46,0.4935,0.5748,0.9057,0.4385,0.2655,0.2644,0.1937,0.3021,0.8872
ind_4_ind_47,0.6338,0.4882,0.7925,0.23,0.2758,0.2542,0.1943,0.2364,0.6806
ind_4_ind_48,0.374,0.7244,0.7925,0.5623,0.2694,0.2983,0.193,0.3258,0.9889
ind_4_ind_49,0.8909,0.8268,0.8868,0.5487,0.2746,0.278,0.195,0.3009,0.9537
ind_4_ind_50,0.6961,0.6378,0.8302,0.7604,0.2833,0.2441,0.1911,0.2093,0.7957
ind_4_ind_51,0.774,0.5433,0.7813,0.893,0.271,0.2644,0.1946,0.3145,0.7165
ind_4_ind_52,0.5766,0.6693,0.6038,0.6949,0.2647,0.2746,0.196,0.3032,0.9238
ind_4_ind_53,0.8156,0.3937,0.9057,0.5527,0.2722,0.2102,0.1918,0.2862,0.9696
ind_4_ind_54,0.761,0.7638,0.6415,0.6893,0.2738,0.2814,0.196,0.3518,0.9297
ind_4_ind_55,0.6442,0.7402,0.6226,0.5016,0.2686,0.2576,0.1911,0.3021,0.9926
ind_4_ind_56,0.2623,0.8425,0.7925,0.7316,0.2758,0.2475,0.1937,0.3167,0.8535
ind_4_ind_57,0.8468,0.6142,0.8302,0.3778,0.2718,0.2576,0.1927,0.3021,0.8662
ind_4_ind_58,0.4519,0.5669,0.7547,0.6006,0.2674,0.2644,0.1941,0.3021,0.9793
ind_4_ind_59,0.626,0.8976,0.7358,0.0096,0.2876,0.2542,0.196,0.3021,0.3919
ind_4_ind_60,0.9091,0.748,0.7813,0.865,0.2801,0.2746,0.1964,0.3021,0.7549
ind_4_ind_61,0.6545,0.4252,0.7813,0.8922,0.2559,0.261,0.1874,0.3021,0.6754
ind_4_ind_62,0.9403,0.6614,0.717,0.5615,0.2813,0.2881,0.1978,0.3021,0.9038
ind_4_ind_63,0.6182,0.9685,0.7813,0.9784,0.271,0.2644,0.1932,0.3021,0.6349
ind_4_ind_64,0.9818,0.5906,0.6415,0.7516,0.271,0.2644,0.1932,0.3021,0.8301
ind_4_ind_65,0.3948,0.5118,0.7813,0.9153,0.2761,0.2949,0.1895,0.3021,0.6719
ind_4_ind_66,0.6078,0.6299,0.8491,0.3235,0.2809,0.278,0.1957,0.3021,0.7186
ind_4_ind_67,0.7377,0.7323,0.9245,0.6494,0.2619,0.2305,0.1906,0.3021,0.8704
ind_4_ind_68,0.7922,0.5748,0.6415,0.8195,0.2639,0.2508,0.193,0.3077,0.7706
ind_4_ind_69,0.826,0.7638,0.7813,0.992,0.2429,0.2576,0.1861,0.2952,0.6089
ind_4_ind_70,0.6701,0.8268,0.8302,0.5751,0.2758,0.2644,0.1923,0.3156,0.9641
ind_4_ind_71,0.9506,0.811,0.7925,0.365,0.2698,0.2475,0.1918,0.319,0.884
ind_4_ind_72,0.9792,0.748,0.7547,0.3778,0.2658,0.2407,0.1911,0.3371,0.9168
ind_4_ind_73,0.7065,0.8976,0.8491,0.7141,0.2789,0.2881,0.1944,0.3122,0.88
ind_4_ind_74,0.8779,0.6614,0.7813,0.0519,0.2623,0.2678,0.1904,0.3021,0.7012
ind_4_ind_75,0.4494,0.7795,0.9245,0.5527,0.2726,0.2678,0.1948,0.3021,0.9611
ind_4_ind_76,0.7273,0.4961,0.717,0.4649,0.2726,0.2373,0.1934,0.3021,0.9166
ind_4_ind_77,0.4831,0.811,0.8868,0.3067,0.2524,0.2576,0.1946,0.3021,0.7386
ind_4_ind_78,0.6935,0.811,0.7547,0.5304,0.2682,0.2881,0.1944,0.3021,0.9485
ind_4_ind_79,0.8675,0.7512,0.5283,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_80,0.987,0.8858,0.7736,0.9984,0.2936,0.8237,0.2918,0.3156,0.6724
ind_4_ind_81,0.9195,0.9685,0.8491,0.9936,0.2532,0.7864,0.264,0.3552,0.6221
ind_4_ind_82,0.8883,0.9843,0.9811,0.9936,0.2611,0.6644,0.2463,0.4853,0.6193
ind_4_ind_83,0.9429,0.9055,0.8113,0.992,0.2936,0.8949,0.3537,0.7002,0.6222
ind_4_ind_84,0.8338,0.7638,0.2453,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_85,0.9377,0.8189,0.8491,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_86,0.9195,0.8268,0.5283,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_87,0.9792,0.9882,0.5283,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_88,0.8494,0.9685,0.8679,0.992,0.2932,0.9322,0.4245,0.4097,0.6278
ind_4_ind_89,0.8805,0.8465,0.4151,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_90,0.8545,0.9409,0.9811,0.9832,0.3538,0.9119,0.4705,0.4097,0.9934
ind_4_ind_91,0.9247,0.9764,0.6792,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_92,0.8442,0.8543,0.9057,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_93,0.9818,1.0,0.5283,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_94,0.9351,0.9094,0.6415,0.9928,0.2884,0.8881,0.3156,0.4005,0.6247
ind_4_ind_95,0.9844,0.874,0.3962,0.9912,0.2868,0.6814,0.2679,0.2534,0.6118
ind_4_ind_96,0.8909,0.8583,0.1509,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_97,0.9325,0.8583,0.8491,0.9968,0.2968,0.7661,0.2887,0.2534,0.6796
ind_4_ind_98,0.9506,0.8559,0.5849,0.9928,0.3082,0.8271,0.3059,0.3213,0.6236
ind_4_ind_99,0.9974,0.9567,0.566,0.9912,0.2948,0.8271,0.3086,0.3495,0.6134
ind_4_ind_100,0.9948,0.9724,0.8491,0.992,0.2964,0.6678,0.2679,0.3495,0.6154
ind_4_ind_101,0.9974,0.9803,0.7547,0.9952,0.2706,0.7288,0.2758,0.491,0.6319
ind_4_ind_102,0.9299,0.9606,0.8491,0.9976,0.3134,0.922,0.3378,0.4097,0.6658
ind_4_ind_103,0.8597,0.7717,0.6981,0.9936,0.2761,0.7559,0.2764,0.2704,0.624
ind_4_ind_104,0.9662,0.9291,0.4717,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_105,0.8753,0.8819,0.8302,0.992,0.3201,0.9254,0.3687,0.5475,0.6234
ind_4_ind_106,0.9922,0.8583,0.3396,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_107,0.9688,0.7992,0.717,0.9912,0.3241,0.9288,0.3953,0.5249,0.6168
ind_4_ind_108,0.9325,0.8386,0.4906,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_109,0.8,0.7638,0.6792,0.9936,0.2678,0.9831,0.3422,0.5192,0.6345
ind_4_ind_110,0.9377,0.8189,0.2642,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_111,0.8026,0.7244,0.7547,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_112,0.9974,0.9291,0.5283,0.9904,0.2944,0.8475,0.3218,0.4097,0.6081
ind_4_ind_113,0.8727,0.7598,0.8491,0.9984,0.2785,0.8271,0.2944,0.3948,0.6551
ind_4_ind_114,0.7818,0.6063,0.4906,0.9912,0.3177,0.9153,0.3422,0.4344,0.6147
ind_5_ind_6,0.9948,0.9055,1.0,0.9984,0.9754,0.8644,0.969,0.9918,0.9291
ind_5_ind_7,0.9299,0.9764,0.9245,0.996,0.9822,0.8712,0.9667,0.9918,0.825
ind_5_ind_8,0.9584,0.9055,0.9245,0.9968,0.8415,0.739,0.6706,0.934,0.979
ind_5_ind_9,0.9169,0.9213,0.9245,0.9952,0.9109,0.9864,0.9685,0.9868,0.7577
ind_5_ind_10,0.9013,0.7244,0.9245,0.9976,0.767,0.7898,0.7573,1.0,0.9729
ind_5_ind_11,0.9766,0.8189,0.9811,0.9976,0.9235,0.8305,0.8386,0.8689,0.9439
ind_5_ind_12,0.9818,0.9528,0.9623,0.9992,0.9358,0.9864,0.9655,0.8661,0.9553
ind_5_ind_13,0.9195,0.937,1.0,0.9936,0.8562,0.9051,0.9664,0.8407,0.7155
ind_5_ind_14,0.9299,0.9055,0.9643,0.9928,0.9081,0.9051,0.9505,0.9416,0.6884
ind_5_ind_15,0.8961,0.811,0.9643,0.9912,0.9029,0.9085,0.9793,0.9953,0.5971
ind_5_ind_16,0.9766,0.6772,1.0,0.9976,0.7405,0.8746,0.7661,0.7097,0.8585
ind_5_ind_17,0.9558,0.9528,1.0,1.0,0.9822,0.9356,0.8041,0.9906,0.9534
ind_5_ind_18,0.9299,0.9764,1.0,0.9952,0.9604,0.9729,0.9333,0.9415,0.8044
ind_5_ind_19,0.974,1.0,1.0,0.9968,0.9029,0.8,0.782,0.8209,0.9348
ind_5_ind_20,0.9195,0.8268,1.0,0.9952,0.9307,0.7254,0.8413,1.0,0.8481
ind_5_ind_21,0.9455,0.7165,0.8491,0.9992,0.7472,0.6712,0.4294,0.9918,0.8796
ind_5_ind_22,0.8935,0.9528,1.0,0.9944,0.8613,0.7492,0.7192,0.9472,0.8794
ind_5_ind_23,0.9714,1.0,0.9245,0.996,0.8562,0.7763,0.6576,0.8171,0.9598
ind_5_ind_24,0.9584,0.9685,1.0,0.9968,0.7143,0.5186,0.4766,0.8887,0.9442
ind_5_ind_25,0.8857,0.5748,0.9623,0.9992,0.7868,0.6034,0.4099,0.7907,0.8452
ind_5_ind_26,0.8961,0.9055,0.6226,0.9896,0.891,0.8169,0.6638,0.8209,0.7604
ind_5_ind_27,0.9792,0.9528,0.9434,0.9976,0.916,0.8542,0.8238,0.9918,0.8654
ind_5_ind_28,0.8909,0.9528,0.9057,0.9896,0.9532,0.9763,0.8947,0.9736,0.5866
ind_5_ind_29,0.9792,0.9606,0.8679,0.9968,0.9057,0.7559,0.7741,0.8567,0.938
ind_5_ind_30,0.7896,0.9528,1.0,0.9912,0.8217,0.8475,0.7634,0.9076,0.7425
ind_5_ind_31,0.9584,0.9685,0.9434,0.9936,0.8811,0.7898,0.7611,0.9396,0.8293
ind_5_ind_32,0.9818,0.9213,0.8491,0.9952,0.9255,0.8068,0.7192,0.9604,0.9062
ind_5_ind_33,0.9221,0.937,0.9643,0.9896,0.9584,0.9831,0.946,0.8925,0.4667
ind_5_ind_34,0.9636,0.9449,0.9245,0.9992,0.7936,1.0,0.7721,0.7473,0.9169
ind_5_ind_35,0.9481,0.8661,1.0,0.9992,0.901,0.8678,0.9283,0.9963,0.982
ind_5_ind_36,0.9221,1.0,0.9057,0.992,0.9457,0.9864,0.9814,0.8982,0.6328
ind_5_ind_37,0.974,0.7874,1.0,0.9968,0.8918,0.7932,0.7856,0.8416,0.9334
ind_5_ind_38,0.974,0.9606,0.9811,0.9928,0.891,0.7966,0.9324,0.7097,0.6991
ind_5_ind_39,0.8182,0.7638,1.0,0.9928,0.891,0.8305,0.7962,0.9303,0.7801
ind_5_ind_40,0.8364,0.7638,0.9434,0.988,0.916,0.9153,0.9496,0.819,0.3895
ind_5_ind_41,0.4831,0.7323,0.7813,0.4665,0.1391,0.1797,0.0662,0.3455,0.6288
ind_5_ind_42,0.9481,0.7402,0.7358,0.3754,0.1367,0.1424,0.0626,0.3455,0.6353
ind_5_ind_43,0.6961,0.7559,0.7925,0.3754,0.1517,0.1695,0.0633,0.3455,0.6152
ind_5_ind_44,0.7974,0.9055,0.8302,0.6757,0.1387,0.1559,0.0617,0.3455,0.9336
ind_5_ind_45,0.6078,0.7008,0.6604,0.9289,0.1331,0.139,0.0587,0.3455,0.8295
ind_5_ind_46,0.4442,0.7008,0.9057,0.4337,0.1315,0.1492,0.0616,0.3455,0.7227
ind_5_ind_47,0.5844,0.6142,0.7925,0.2252,0.1418,0.139,0.0621,0.2798,0.5161
ind_5_ind_48,0.3247,0.8504,0.7925,0.5575,0.1355,0.1831,0.0609,0.3692,0.8466
ind_5_ind_49,0.8416,0.9528,0.8868,0.5439,0.1406,0.1627,0.0628,0.3443,0.7892
ind_5_ind_50,0.6468,0.7638,0.8302,0.7556,0.1494,0.1288,0.0589,0.2527,0.9602
ind_5_ind_51,0.7247,0.6693,0.7813,0.8882,0.1371,0.1492,0.0625,0.3579,0.881
ind_5_ind_52,0.5273,0.7953,0.6038,0.6901,0.1307,0.1593,0.0639,0.3465,0.9117
ind_5_ind_53,0.7662,0.5197,0.9057,0.5479,0.1383,0.0949,0.0596,0.3296,0.8659
ind_5_ind_54,0.7117,0.8898,0.6415,0.6845,0.1399,0.1661,0.0639,0.3952,0.9058
ind_5_ind_55,0.5948,0.8661,0.6226,0.4968,0.1347,0.1424,0.0589,0.3455,0.8429
ind_5_ind_56,0.213,0.9685,0.7925,0.7268,0.1418,0.1322,0.0616,0.3601,0.982
ind_5_ind_57,0.7974,0.7402,0.8302,0.373,0.1379,0.1424,0.0605,0.3455,0.7017
ind_5_ind_58,0.4026,0.6929,0.7547,0.5958,0.1335,0.1492,0.0619,0.3455,0.8562
ind_5_ind_59,0.5766,0.9764,0.7358,0.0048,0.1537,0.139,0.0639,0.3455,0.2274
ind_5_ind_60,0.9584,0.874,0.7813,0.8602,0.1462,0.1593,0.0642,0.3455,0.9194
ind_5_ind_61,0.6052,0.5512,0.7813,0.8874,0.122,0.1458,0.0552,0.3455,0.8399
ind_5_ind_62,0.9896,0.7874,0.717,0.5567,0.1474,0.1729,0.0656,0.3455,0.7393
ind_5_ind_63,0.5688,0.9055,0.7813,0.9736,0.1371,0.1492,0.061,0.3455,0.7994
ind_5_ind_64,0.9325,0.7165,0.6415,0.7468,0.1371,0.1492,0.061,0.3455,0.9946
ind_5_ind_65,0.3455,0.6378,0.7813,0.9105,0.1422,0.1797,0.0573,0.3455,0.8364
ind_5_ind_66,0.5584,0.5039,0.8491,0.3187,0.147,0.1627,0.0635,0.3455,0.5541
ind_5_ind_67,0.787,0.8583,0.9245,0.6446,0.128,0.1153,0.0584,0.3455,0.9651
ind_5_ind_68,0.7429,0.7008,0.6415,0.8147,0.13,0.1356,0.0609,0.3511,0.9351
ind_5_ind_69,0.7766,0.8898,0.7813,0.9968,0.109,0.1424,0.054,0.3386,0.7734
ind_5_ind_70,0.6208,0.9528,0.8302,0.5703,0.1418,0.1492,0.0602,0.359,0.8714
ind_5_ind_71,0.9013,0.937,0.7925,0.3602,0.1359,0.1322,0.0596,0.3624,0.7195
ind_5_ind_72,0.9299,0.874,0.7547,0.373,0.1319,0.1254,0.0589,0.3805,0.7523
