pair,grain.yield,grain.number,seed.size,anthesis,silking,plant.height,tassel.height,ear.height
A3_EP77,0.7794,0.8171,0.8684,0.7646,0.6165,0.8648,0.9909,0.987
A3_EZ11A,0.7833,0.9378,0.6209,0.7383,0.9959,0.7136,0.763,0.6524
A3_EZ18,0.8869,0.9557,0.7989,0.4845,0.6632,0.8044,0.6791,0.6027
A3_EZ31,0.907,0.9615,0.6707,0.8242,0.9333,0.9898,0.9735,0.821
A3_EZ35,0.8611,0.9322,0.814,0.981,0.9544,0.953,0.9732,0.8416
A3_EZ36,0.8088,0.8691,0.9056,0.814,0.9159,0.9312,0.8647,0.7275
A3_EZ37,0.9023,0.9646,0.7184,0.8765,0.9323,0.9092,0.7911,0.8912
A3_EZ38,0.8129,0.9239,0.7093,0.6643,0.8786,0.9021,0.894,0.7014
A3_EZ40,0.8389,0.8918,0.8815,0.8769,0.8745,0.8165,0.7642,0.9082
A3_EZ42,0.8373,0.9122,0.8525,0.8221,0.9913,0.9892,0.995,0.8646
A3_EZ47,0.9949,0.9017,0.8168,0.9188,0.8403,0.8651,0.7892,0.8725
A3_EZ48,0.8026,0.9183,0.7406,0.6399,0.7433,0.7504,0.7599,0.6949
A3_F04401,0.8072,0.9903,0.7127,0.9733,0.7599,0.9317,0.8192,0.8683
A3_F04402,0.7792,0.9346,0.4355,0.9235,0.6895,0.8984,0.8537,0.9488
A3_F04701,0.8364,0.969,0.618,0.8146,0.9585,0.9536,0.9211,0.8113
A3_F04702,0.9559,0.8599,0.6343,0.9975,0.8574,0.8828,0.9495,0.9462
A3_F05101,0.7472,0.9244,0.6444,0.9962,0.7415,0.898,0.9228,0.9373
A3_F05404,0.6672,0.8202,0.7835,0.9256,0.759,0.7974,0.845,0.9228
A3_F1808,0.8584,0.9188,0.6137,0.9312,0.7584,0.9728,0.9464,0.8719
A3_F1890,0.7315,0.932,0.6689,0.9447,0.7713,0.9098,0.9117,0.7303
A3_F218,0.8722,0.698,0.6714,0.6289,0.4259,0.752,0.6547,0.7702
A3_F252,0.6457,0.5904,0.9821,0.6302,0.4818,0.8007,0.7888,0.9791
A3_F353,0.9381,0.8897,0.7169,0.7167,0.5383,0.9123,0.96,0.9824
A3_F354,0.9452,0.92,0.9299,0.9887,0.675,0.6048,0.66,0.8765
A3_F608,0.9099,0.8812,0.9512,0.9564,0.8557,0.8678,0.7664,0.9453
A3_F618,0.834,0.9898,0.6475,0.9878,0.7845,0.8989,0.8532,0.9179
A3_F7001,0.9996,0.9672,0.9837,0.8759,0.8978,0.8436,0.8744,0.5357
A3_F7019,0.9724,0.8247,0.7483,0.7931,0.5933,0.8439,0.7209,0.8325
A3_F7025,0.9728,0.9165,0.7922,0.9539,0.8124,0.9421,0.9355,0.9109
A3_F7028,0.9532,0.9071,0.9084,0.9636,0.8498,0.7905,0.7325,0.9844
A3_F7057,0.9614,0.9809,0.9271,0.9116,0.7264,0.7272,0.7652,0.9389
A3_F7058,0.9882,0.893,0.8489,0.8725,0.7571,0.7524,0.7414,0.8742
A3_F7081,0.9865,0.9204,0.8539,0.9006,0.8945,0.9652,0.8856,0.6458
A3_F7082,0.9124,0.8394,0.8876,0.9949,0.7778,0.7321,0.723,0.8444
A3_F712,0.874,0.8949,0.9809,0.8107,0.949,0.6872,0.627,0.5344
A3_F748,0.8893,0.9724,0.8128,0.8677,0.9316,0.9885,0.9827,0.8282
A3_F752,0.8643,0.9297,0.8235,0.6825,0.8006,0.8033,0.8367,0.8081
A3_F838,0.8594,0.8763,0.9689,0.6693,0.9686,0.8721,0.9261,0.875
A3_F874,0.874,0.7429,0.7247,0.5487,0.4698,0.6259,0.5529,0.9076
A3_F888,0.9644,0.9013,0.8878,0.9463,0.9287,0.9113,0.9569,0.9356
A3_F894,0.82,0.9295,0.7485,0.7819,0.9916,0.9322,0.9783,0.8582
A3_F908,0.8989,0.8035,0.9235,0.7486,0.6731,0.9654,0.96,0.8833
A3_F912,0.8428,0.9538,0.8414,0.9889,0.7565,0.8551,0.8431,0.8712
A3_F918,0.837,0.9314,0.5181,0.9411,0.9389,0.9866,0.9301,0.7387
A3_F922,0.9257,0.9995,0.9212,0.9659,0.7003,0.8894,0.7908,0.8324
A3_F924,0.7371,0.8148,0.832,0.9461,0.7748,0.9493,0.9558,0.9364
A3_F98902,0.8364,0.9639,0.7679,0.9999,0.7283,0.7356,0.7398,0.6919
A3_FP1,0.9989,0.9677,0.9524,0.8103,0.7992,0.9908,0.9991,0.7672
A3_FR19,0.8325,0.7344,0.8854,0.9898,0.9216,0.8955,0.9759,0.9208
A3_FR697,0.7787,0.9644,0.4716,0.8116,0.9854,0.9705,0.9774,0.9118
A3_H99,0.9883,0.8922,0.7763,0.9892,0.9585,0.6574,0.5621,0.5281
A3_HMV5301,0.7144,0.9388,0.3329,0.9074,0.7066,0.8291,0.8823,0.9125
A3_HMV5325,0.7487,0.8909,0.793,0.9908,0.7278,0.6586,0.6363,0.7011
A3_HMV5343,0.8712,0.9578,0.6085,0.9153,0.6652,0.7644,0.797,0.9841
A3_HMV5347,0.9313,0.8254,0.5171,0.8758,0.65,0.8305,0.8049,0.9843
A3_HMV5405,0.7527,0.9878,0.514,0.9916,0.7303,0.9758,0.9534,0.935
A3_HMV5409,0.8584,0.897,0.4496,0.9939,0.7468,0.679,0.6938,0.8834
A3_HMV5422,0.5801,0.6453,0.8582,0.7926,0.879,0.5087,0.5709,0.6144
A3_HMV5502,0.7466,0.8833,0.7412,0.7406,0.9563,0.9424,0.9691,0.5787
A3_I198,0.9592,0.906,0.9674,0.6037,0.6743,0.8429,0.987,0.8137
A3_I233,0.799,0.8129,0.8246,0.4787,0.6139,0.9037,0.8427,0.7492
A3_I238,0.9204,0.8285,0.9281,0.7466,0.9576,0.8903,0.9046,0.8003
A3_I242,0.9798,0.9,0.8876,0.7488,0.8945,0.9695,0.9738,0.6091
A3_I261,0.9946,0.984,0.8657,0.7429,0.8788,0.7663,0.7386,0.7914
A3_I267,0.9893,0.9436,0.8335,0.5347,0.6404,0.9725,0.9404,0.4719
A3_IDT,0.979,0.8141,0.551,0.8685,0.9437,0.8571,0.912,0.8346
A3_LAN496,0.8719,0.8831,0.9999,0.8226,0.8872,0.8409,0.8752,0.7848
A3_LH123Ht,0.8563,0.9234,0.803,0.619,0.8529,0.9107,0.8753,0.7453
A3_LH145,0.9563,0.9432,0.864,0.9286,0.7729,0.7561,0.9063,0.921
A3_LH38,0.8857,0.9399,0.6663,0.9749,0.8428,0.7091,0.5868,0.7529
A3_LH39,0.914,0.9822,0.8171,0.8196,0.6928,0.677,0.7464,0.7774
A3_LH59,0.8646,0.9697,0.6921,0.8223,0.9531,0.9022,0.9699,0.9894
A3_LH60,0.6778,0.7679,0.7012,0.7077,0.9275,0.9116,0.82,0.9438
A3_LH65,0.7494,0.9008,0.6233,0.7097,0.8761,0.9629,0.724,0.7995
A3_LH74,0.912,0.9849,0.8184,0.9009,0.8268,0.7709,0.8723,0.9616
A3_LH82,0.8274,0.7973,0.9768,0.9766,0.6518,0.7475,0.6649,0.8672
A3_LH93,0.6507,0.625,0.9224,0.7536,0.9358,0.7912,0.626,0.8667
A3_Lo1016,0.6496,0.7203,0.7825,0.693,0.9138,0.7939,0.7228,0.6145
A3_Lo1026,0.6957,0.7586,0.8209,0.9174,0.924,0.9666,0.8668,0.827
A3_Lo1035,0.6492,0.7523,0.7059,0.6574,0.8744,0.9408,0.8441,0.7973
A3_Lo1038,0.488,0.4247,0.8907,0.5894,0.7126,0.9202,0.9491,0.8823
A3_Lo1056,0.707,0.751,0.8027,0.5358,0.7262,0.9992,0.8994,0.7328
A3_Lo1063,0.7497,0.7716,0.8018,0.4918,0.8633,0.7044,0.7994,0.9052
A3_Lo1087,0.4132,0.5081,0.6804,0.4616,0.727,0.983,0.9042,0.7934
A3_Lo1094,0.6878,0.7451,0.8584,0.7487,0.9608,0.8845,0.9681,0.9248
A3_Lo1095,0.5743,0.699,0.6717,0.7227,0.8945,0.9103,0.9064,0.9785
A3_Lo1101,0.6754,0.7849,0.7064,0.9801,0.7274,0.9756,0.8845,0.9831
A3_Lo1106,0.6227,0.7624,0.6701,0.7248,0.982,0.9729,0.8849,0.7637
A3_Lo1123,0.7903,0.9907,0.6362,0.9226,0.7597,0.9044,0.9511,0.9931
A3_Lo1124,0.7525,0.9776,0.4884,0.7446,0.9781,0.9985,0.9035,0.9119
A3_Lo1172,0.6583,0.8185,0.6805,0.7606,0.9069,0.9455,0.9327,0.9437
A3_Lo1180,0.8322,0.9681,0.7593,0.9926,0.7843,0.885,0.8097,0.8054
A3_Lo1187,0.7859,0.8602,0.8023,0.8896,0.8979,0.8429,0.9182,0.8423
A3_Lo1199,0.6377,0.6875,0.8296,0.7231,0.9637,0.8537,0.8538,0.7621
A3_Lo1203,0.5479,0.5538,0.8657,0.7022,0.9911,0.8399,0.7245,0.7661
A3_Lo1223,0.5266,0.6907,0.6486,0.7686,0.9496,0.8663,0.8569,0.9032
A3_Lo1242,0.7219,0.8868,0.6099,0.873,0.887,0.9971,0.8887,0.8989
A3_Lo1251,0.4945,0.6246,0.6241,0.6213,0.82,0.921,0.7356,0.7387
A3_Lo1253,0.4747,0.6721,0.6452,0.7295,0.9532,0.6409,0.6654,0.4973
A3_Lo1261,0.5321,0.6419,0.7243,0.7364,0.9953,0.9601,0.9273,0.7409
A3_Lo1266,0.5263,0.722,0.6071,0.7049,0.9883,0.9278,0.8982,0.9537
A3_Lo1270,0.6195,0.7291,0.7222,0.6405,0.8469,0.9522,0.8439,0.9195
A3_Lo1273,0.7,0.9283,0.5335,0.7952,0.9138,0.7858,0.7762,0.91
A3_Lo1274,0.8058,0.9936,0.5887,0.8417,0.9399,0.9324,0.7319,0.8517
A3_Lo1280,0.7903,0.9862,0.3282,0.8489,0.9815,0.9899,0.9426,0.9881
A3_Lo1282,0.5802,0.8039,0.5275,0.7665,0.8893,0.8565,0.8083,0.826
A3_Lo1284,0.7382,0.9843,0.5447,0.91,0.9875,0.9772,0.9122,0.7987
A3_Lo1288,0.4769,0.6851,0.5678,0.575,0.8808,0.9739,0.8905,0.8215
A3_Lo1290,0.7004,0.8848,0.6015,0.7436,0.9496,0.9511,0.9984,0.9271
A3_Lo1301,0.5079,0.512,0.8771,0.8268,0.8557,0.8838,0.9587,0.9645
A3_Lo904,0.6023,0.6702,0.7625,0.8324,0.9496,0.9506,0.8736,0.7842
A3_Lp5,0.8533,0.9547,0.7685,0.9145,0.7052,0.8467,0.9752,0.9673
A3_ML606,0.7747,0.9158,0.7287,0.9352,0.8345,0.8819,0.7984,0.9681
A3_MS153,0.9075,0.7569,0.6576,0.9053,0.8359,0.9117,0.9596,0.7868
A3_MS71,0.9427,0.8784,0.8913,0.9245,0.9608,0.7676,0.7946,0.9108
A3_Mo15W,0.9579,0.9137,0.6466,0.6235,0.6981,0.9236,0.8724,0.7927
A3_Mo17,0.8719,0.9267,0.5283,0.7025,0.8164,0.9801,0.9967,0.7388
A3_N16,0.9942,0.8818,0.8919,0.5686,0.7735,0.9206,0.9275,0.6526
A3_N192,0.9129,0.9454,0.7411,0.8843,0.7067,0.7491,0.7411,0.8267
A3_N22,0.9892,0.9682,0.9287,0.7557,0.8413,0.8024,0.7344,0.9256
A3_N25,0.8451,0.7378,0.7298,0.7791,0.83,0.9461,0.9828,0.9234
A3_N6,0.9145,0.8391,0.8244,0.985,0.933,0.7932,0.6766,0.963
A3_NC290,0.7912,0.905,0.6682,0.7759,0.8737,0.9944,0.8983,0.9181
A3_NC358,0.8967,0.6779,0.9293,0.6204,0.7228,0.9546,0.9556,0.8599
A3_NDB8,0.7902,0.6531,0.7714,0.8546,0.649,0.7171,0.707,0.8739
A3_NK764,0.9858,0.9406,0.8698,0.8664,0.7313,0.6621,0.6341,0.7652
A3_NK807,0.967,0.9077,0.7488,0.84,0.6339,0.8889,0.915,0.9741
A3_NQ508,0.7458,0.8882,0.7011,0.8986,0.9162,0.9486,0.966,0.7223
A3_NS701,0.7407,0.9275,0.6163,0.8336,0.9069,0.9484,0.9699,0.822
A3_Oh02,0.8344,0.9983,0.688,0.5399,0.7639,0.8217,0.8574,0.5044
A3_Oh33,0.9063,0.8607,0.9738,0.956,0.9147,0.9437,0.8779,0.983
A3_Oh40B,0.9975,0.8894,0.7192,0.8875,0.9783,0.9671,0.9276,0.9692
A3_Oh43,0.8638,0.9344,0.7782,0.962,0.8851,0.9124,0.9513,0.9995
A3_Os426,0.9383,0.8073,0.7618,0.6888,0.8543,0.8526,0.9119,0.5105
A3_P465P,0.9372,0.9264,0.9211,0.9471,0.9776,0.9698,0.9645,0.9146
A3_PB116,0.8538,0.8116,0.9963,0.8993,0.8384,0.9035,0.9556,0.8532
A3_PB98TR,0.9854,0.8849,0.8152,0.7913,0.8207,0.861,0.8234,0.578
A3_PH207,0.878,0.9554,0.716,0.7007,0.5719,0.7915,0.7918,0.9176
A3_PHB09,0.8802,0.9303,0.5958,0.9152,0.8798,0.9066,0.8291,0.8744
A3_PHG35,0.5521,0.7196,0.6743,0.634,0.9501,0.8821,0.7316,0.8294
A3_PHG39,0.6957,0.8793,0.6212,0.7376,0.9886,0.8825,0.9264,0.8903
A3_PHG47,0.8868,0.9579,0.8698,0.8959,0.6955,0.7642,0.8007,0.7616
A3_PHG50,0.8122,0.9403,0.8112,0.8613,0.7179,0.825,0.7871,0.9633
A3_PHG71,0.8776,0.9167,0.6724,0.8662,0.6871,0.7486,0.6665,0.984
A3_PHG80,0.7346,0.918,0.619,0.8491,0.9019,0.7942,0.6978,0.9661
A3_PHG83,0.7211,0.9271,0.6204,0.9056,0.9215,0.9389,0.8555,0.9253
A3_PHG84,0.715,0.8529,0.6875,0.6094,0.8439,0.9497,0.9697,0.9438
A3_PHG86,0.7273,0.8257,0.8007,0.8006,0.8636,0.9934,0.9708,0.8154
A3_PHH93,0.9587,0.9265,0.8086,0.8434,0.6651,0.766,0.7079,0.9808
A3_PHJ40,0.9775,0.9108,0.7984,0.8506,0.6188,0.7994,0.7519,0.9821
A3_PHK29,0.5983,0.6984,0.7504,0.8331,0.9384,0.9534,0.9537,0.849
A3_PHK76,0.7377,0.9217,0.6476,0.861,0.8175,0.9373,0.8554,0.9067
A3_PHR36,0.7945,0.8604,0.8434,0.9321,0.8997,0.9006,0.7398,0.8508
A3_PHT77,0.8262,0.8979,0.8173,0.8987,0.933,0.9364,0.9432,0.9706
A3_PHV63,0.7253,0.7444,0.9032,0.737,0.9611,0.773,0.7938,0.9252
A3_PHW65,0.5972,0.7589,0.6714,0.6686,0.9268,0.8794,0.8605,0.9582
A3_PHZ51,0.6818,0.7889,0.7633,0.7021,0.9335,0.7024,0.7435,0.6354
A3_Pa36,0.5868,0.6082,0.784,0.7029,0.5963,0.692,0.6681,0.9662
A3_Pa405,0.8506,0.8464,0.9704,0.9817,0.9179,0.8577,0.8732,0.9705
A3_Pa91,0.7989,0.9276,0.622,0.5959,0.7664,0.9944,0.9841,0.8073
A3_SC-Malawi,0.8444,0.9674,0.501,0.4513,0.5776,0.9802,0.9836,0.5928
A3_SGI061,0.677,0.8639,0.6481,0.9098,0.8024,0.8638,0.7861,0.7684
A3_UH250,0.9973,0.8711,0.8342,0.7006,0.5025,0.7346,0.7082,0.9194
A3_UH304,0.8667,0.988,0.76,0.7539,0.5413,0.7368,0.7868,0.9096
A3_UH_2500,0.7649,0.7677,0.9165,0.8841,0.7711,0.7807,0.8127,0.9086
A3_UH_6102,0.9629,0.9234,0.806,0.7657,0.5816,0.8534,0.7929,0.9145
A3_UH_6179,0.9505,0.9078,0.7798,0.7368,0.5946,0.9567,0.9221,0.9334
A3_UH_P024,0.8439,0.977,0.6669,0.7212,0.5541,0.9071,0.9569,0.8762
A3_UH_P060,0.976,0.842,0.8141,0.7469,0.6105,0.7708,0.7639,0.8654
A3_UH_P064,0.9027,0.8693,0.6338,0.8459,0.6029,0.9222,0.8799,0.929
A3_UH_P074,0.9388,0.8557,0.6897,0.6971,0.5396,0.8081,0.7937,0.9882
A3_UH_P087,0.9138,0.7654,0.7044,0.7164,0.5545,0.8527,0.8177,0.9616
A3_UH_P089,0.9027,0.9854,0.818,0.8939,0.795,0.7704,0.9151,0.8807
A3_UH_P104,0.9811,0.8295,0.8324,0.594,0.4224,0.7552,0.7696,0.8992
A3_UH_P115,0.9324,0.9873,0.941,0.8284,0.6565,0.9175,0.9862,0.9153
A3_UH_P128,0.9063,0.9019,0.6927,0.8104,0.6947,0.8198,0.8402,0.9626
A3_UH_P148,0.8806,0.8947,0.6056,0.7484,0.5643,0.7506,0.8459,0.7774
A3_UH_S018,0.8297,0.8611,0.93,0.9391,0.9903,0.9585,0.8799,0.8422
A3_UH_S020,0.8235,0.9711,0.748,0.8171,0.9717,0.9441,0.8685,0.6732
A3_UH_S025,0.9332,0.971,0.9061,0.8614,0.6931,0.8507,0.8458,0.9392
A3_Va26,0.8777,0.9609,0.7563,0.9796,0.9196,0.8013,0.8324,0.7841
A3_W117,0.8921,0.751,0.8173,0.6615,0.6703,0.5714,0.6169,0.7575
A3_W153R,0.9799,0.7876,0.6429,0.7403,0.7042,0.8902,0.7701,0.9929
A3_W182E,0.8575,0.6933,0.7049,0.6367,0.4873,0.7004,0.6398,0.8349
A3_W23,0.8,0.8519,0.8786,0.9901,0.8841,0.8614,0.94,0.8103
A3_W602S,0.972,0.9563,0.9576,0.9394,0.9545,0.8419,0.8243,0.9488
A3_W604S,0.9614,0.8964,0.7041,0.8241,0.9359,0.9293,0.9461,0.8929
A3_W64A,0.9811,0.9409,0.7759,0.937,0.7862,0.7304,0.8023,0.8788
A3_W9,0.7751,0.841,0.8153,0.7475,0.7,0.7652,0.7159,0.8507
A3_W95115,0.8782,0.7457,0.794,0.911,0.8298,0.7327,0.654,0.8151
A3_Wf9,0.998,0.8914,0.7307,0.9524,0.9826,0.9542,0.9939,0.9811
A310_A347,0.9715,0.9906,0.8963,0.864,0.9091,0.747,0.9458,0.76
A310_A374,0.6583,0.4136,0.6104,0.8536,0.8735,0.9378,0.9022,0.7588
A310_A375,0.8186,0.696,0.753,0.9885,0.9702,0.9722,0.9973,0.7381
A310_A554,0.946,0.8887,0.7846,0.7195,0.7887,0.7547,0.8498,0.6098
A310_AS5707,0.6571,0.5414,0.8509,0.7286,0.7059,0.8463,0.6859,0.9301
A310_B100,0.7369,0.6933,0.9169,0.8893,0.908,0.7196,0.9501,0.5529
A310_B104,0.6686,0.7239,0.7927,0.796,0.6966,0.8686,0.9189,0.7214
A310_B105,0.9127,0.8038,0.9982,0.9955,0.8518,0.7875,0.969,0.5063
A310_B106,0.8344,0.7489,0.8592,0.6681,0.6343,0.9764,0.8466,0.7539
A310_B107,0.6676,0.7452,0.8619,0.9051,0.8701,0.8093,0.6287,0.9909
A310_B108,0.8383,0.7571,0.847,0.8702,0.8778,0.8962,0.9093,0.699
A310_B109,0.6215,0.6196,0.9559,0.8914,0.8987,0.9759,0.704,0.9194
A310_B110,0.6039,0.6227,0.9368,0.7992,0.7574,0.9412,0.9439,0.9316
A310_B113,0.7553,0.5318,0.6628,0.8719,0.7599,0.8845,0.9867,0.6862
A310_B37,0.809,0.7574,0.9945,0.7472,0.652,0.9964,0.8677,0.7316
A310_B73,0.6673,0.577,0.842,0.9159,0.9229,0.9869,0.8216,0.9673
A310_B84,0.6317,0.7159,0.909,0.8182,0.7696,0.9689,0.6694,0.9427
A310_B89,0.9736,0.9474,0.8658,0.8179,0.9894,0.7855,0.9468,0.5291
A310_B97,0.4868,0.4992,0.9531,0.7869,0.8159,0.955,0.8047,0.8871
A310_B98,0.7287,0.5521,0.8035,0.7578,0.5719,0.7177,0.6227,0.8606
A310_C103,0.8647,0.8058,0.9472,0.6271,0.4406,0.9029,0.671,0.8345
A310_CO109,0.8316,0.9009,0.8493,0.7338,0.8887,0.8251,0.9727,0.6219
A310_CR1Ht,0.8827,0.918,0.9329,0.8355,0.8865,0.6962,0.9366,0.5857
A310_D09,0.9498,0.8286,0.6782,0.5547,0.664,0.8527,0.9649,0.6724
A310_DE811,0.6028,0.4962,0.883,0.6968,0.6865,0.9713,0.8154,0.7496
A310_DK4676A,0.8876,0.9673,0.831,0.8951,0.8169,0.8109,0.8227,0.5799
A310_DK78010,0.7223,0.7793,0.9021,0.9966,0.8887,0.8337,0.8843,0.8811
A310_DK78371A,0.6887,0.728,0.8444,0.7434,0.7381,0.8866,0.7513,0.7379
A310_DKFAPW,0.8384,0.7324,0.823,0.9023,0.9863,0.8244,0.8882,0.6979
A310_DKFBHJ,0.8708,0.9127,0.9993,0.9685,0.9889,0.9539,0.9916,0.6082
A310_DKIBO2,0.9214,0.9347,0.9864,0.6599,0.7593,0.9595,0.9661,0.6044
A310_DKMBST,0.6851,0.6529,0.9992,0.7371,0.7505,0.9969,0.8366,0.7386
A310_EA1027,0.8692,0.8496,0.9031,0.7519,0.7231,0.8608,0.9531,0.9569
A310_EA1163,0.8219,0.9469,0.6918,0.655,0.8696,0.9259,0.8316,0.6499
A310_EA3076,0.9035,0.8027,0.8648,0.8715,0.7325,0.9872,0.7086,0.9739
A310_EC136,0.9727,0.9641,0.9905,0.6655,0.7797,0.8034,0.8807,0.407
A310_EC140,0.7587,0.6082,0.7342,0.8565,0.9356,0.8143,0.9859,0.5532
A310_EC151,0.9047,0.7186,0.6579,0.9294,0.864,0.6062,0.6765,0.6177
A310_EC169,0.9167,0.8187,0.7155,0.8303,0.8154,0.5705,0.5864,0.5513
A310_EC175,0.9785,0.9293,0.7981,0.8567,0.9613,0.9643,0.7464,0.7343
A310_EC232,0.932,0.9555,0.9727,0.9356,0.9411,0.774,0.8395,0.7967
A310_EC242C,0.783,0.7325,0.8589,0.6324,0.6895,0.8373,0.9795,0.4628
A310_EC334,0.7746,0.7323,0.9041,0.9501,0.8298,0.6525,0.7515,0.4955
A310_EP10,0.8494,0.9159,0.8552,0.9464,0.9257,0.6962,0.8244,0.5639
A310_EP2008-18,0.8164,0.8295,0.8958,0.966,0.9263,0.9871,0.9109,0.6038
A310_EP2008-22,0.8867,0.9154,0.8606,0.8744,0.9703,0.7351,0.7675,0.3916
A310_EP29,0.7035,0.6633,0.9174,0.9196,0.9595,0.7637,0.9111,0.639
A310_EP51,0.9838,0.9611,0.9925,0.7473,0.9676,0.5103,0.5551,0.3544
A310_EP52,0.8024,0.8223,0.9103,0.814,0.8365,0.9347,0.9961,0.8341
A310_EP55,0.9814,0.8667,0.6755,0.9789,0.9195,0.8742,0.8845,0.9287
A310_EP67,0.9624,0.8953,0.7295,0.754,0.8882,0.4936,0.6139,0.6697
A310_EP72,0.8497,0.8337,0.3644,0.8859,0.7378,0.739,0.7706,0.6213
A310_EP77,0.8962,0.9085,0.5609,0.7672,0.8301,0.8625,0.8649,0.7083
A310_EZ11A,0.6665,0.6634,0.9284,0.7357,0.7823,0.7113,0.637,0.9571
A310_EZ18,0.7701,0.6814,0.8936,0.4819,0.4497,0.802,0.5531,0.9074
A310_EZ31,0.7902,0.7641,0.9782,0.8216,0.7197,0.9875,0.8475,0.8743
A310_EZ35,0.7443,0.6578,0.8786,0.9783,0.832,0.9553,0.8472,0.8537
A310_EZ36,0.692,0.5947,0.787,0.8113,0.8705,0.9335,0.9907,0.9678
A310_EZ37,0.7855,0.7611,0.9742,0.8739,0.8541,0.9115,0.9171,0.8041
A310_EZ38,0.6961,0.6496,0.9833,0.6617,0.665,0.8998,0.7681,0.9939
A310_EZ40,0.7221,0.6175,0.811,0.8743,0.9119,0.8188,0.8902,0.7871
A310_EZ42,0.7205,0.6378,0.84,0.8195,0.7951,0.9869,0.869,0.8307
A310_EZ47,0.8883,0.824,0.8757,0.9214,0.9461,0.8674,0.9152,0.8228
A310_EZ48,0.6859,0.6439,0.952,0.6373,0.5297,0.748,0.6339,0.9996
A310_F04401,0.6904,0.7159,0.9798,0.9759,0.9735,0.9294,0.6932,0.827
A310_F04402,0.6624,0.7911,0.7429,0.9261,0.9031,0.8961,0.7277,0.7465
A310_F04701,0.7196,0.7567,0.9254,0.812,0.7449,0.9513,0.7951,0.884
A310_F04702,0.8391,0.8657,0.9418,0.9949,0.929,0.8851,0.9245,0.7491
A310_F05101,0.6304,0.65,0.9519,0.9989,0.9551,0.9003,0.9512,0.758
A310_F05404,0.5504,0.5458,0.9091,0.9229,0.9726,0.7997,0.971,0.6181
A310_F1808,0.7416,0.8068,0.9211,0.9285,0.972,0.9705,0.9276,0.8234
A310_F1890,0.6147,0.6577,0.9763,0.9421,0.9849,0.9121,0.9623,0.965
A310_F218,0.989,0.9723,0.9788,0.6315,0.6395,0.7543,0.7807,0.4655
A310_F252,0.7625,0.8648,0.6747,0.6328,0.6954,0.8031,0.9148,0.6744
A310_F353,0.8213,0.836,0.9756,0.7193,0.7519,0.9146,0.914,0.6777
A310_F354,0.9381,0.8057,0.6224,0.9861,0.8886,0.6071,0.786,0.5718
A310_F608,0.7932,0.6069,0.6437,0.9538,0.9307,0.8655,0.6404,0.75
A310_F618,0.7172,0.7358,0.955,0.9852,0.9981,0.9013,0.9792,0.6132
A310_F7001,0.8836,0.7585,0.7089,0.8733,0.8886,0.8413,0.7484,0.8404
A310_F7019,0.9108,0.9009,0.9442,0.7957,0.8069,0.8463,0.8469,0.8628
A310_F7025,0.8561,0.8092,0.9004,0.9565,0.974,0.9444,0.8095,0.6062
A310_F7028,0.8364,0.6327,0.6009,0.961,0.9366,0.7928,0.8585,0.6797
A310_F7057,0.8446,0.7447,0.7655,0.9142,0.9399,0.7295,0.8912,0.7564
A310_F7058,0.895,0.8326,0.8437,0.8751,0.9707,0.7548,0.8674,0.5695
A310_F7081,0.8697,0.8052,0.8386,0.8979,0.892,0.9676,0.7596,0.9505
A310_F7082,0.9708,0.8862,0.8049,0.9975,0.9914,0.7345,0.849,0.8509
A310_F712,0.7572,0.6205,0.7117,0.8081,0.7354,0.6849,0.501,0.8391
A310_F748,0.7725,0.6981,0.8797,0.8651,0.8548,0.9908,0.8567,0.8671
A310_F752,0.7475,0.6554,0.869,0.6799,0.587,0.8056,0.9627,0.8872
A310_F838,0.7426,0.602,0.7236,0.6667,0.755,0.8745,0.9479,0.8203
A310_F874,0.9908,0.9828,0.9679,0.5513,0.6834,0.6283,0.6789,0.6029
A310_F888,0.9188,0.8243,0.8047,0.9489,0.8577,0.9136,0.8309,0.6309
A310_F894,0.7032,0.6552,0.9441,0.7793,0.778,0.9299,0.8523,0.8371
A310_F908,0.9843,0.9222,0.769,0.7512,0.8867,0.9677,0.914,0.812
A310_F912,0.7261,0.6795,0.8512,0.9916,0.97,0.8574,0.9691,0.5665
A310_F918,0.7202,0.7942,0.8255,0.9385,0.8475,0.9843,0.8041,0.9566
A310_F922,0.8089,0.7252,0.7714,0.9685,0.9139,0.8871,0.6649,0.8629
A310_F924,0.6203,0.5405,0.8605,0.9435,0.9884,0.9516,0.9182,0.7589
A310_F98902,0.7196,0.6895,0.9247,0.9973,0.9419,0.7333,0.6138,0.9965
A310_FP1,0.8822,0.758,0.7401,0.8129,0.9872,0.9932,0.8749,0.9281
A310_FR19,0.9493,0.9913,0.8072,0.9924,0.8648,0.8978,0.8981,0.7745
A310_FR697,0.6619,0.7612,0.7791,0.809,0.7718,0.9728,0.8967,0.7835
A310_H99,0.8949,0.8334,0.9162,0.9865,0.8279,0.6597,0.6881,0.2234
A310_HMV5301,0.5976,0.7869,0.6403,0.91,0.9202,0.8268,0.7563,0.7828
A310_HMV5325,0.6319,0.6165,0.8996,0.9882,0.9413,0.6563,0.5103,0.9942
A310_HMV5343,0.7544,0.7679,0.916,0.9179,0.8788,0.7668,0.923,0.7112
A310_HMV5347,0.8145,0.9002,0.8245,0.8785,0.8636,0.8328,0.9309,0.711
